id,username,password
3291,LuxembourgSchoolOfBusiness2111,aAZwgYpE8L
3292,CovenantCollege2277,gRlx6d81T5
3293,LifeLearning462,umEzKDJQHL
3294,MahidolCollegeOfManagement3860,JOwdgD68Ab
3295,ArizonaStateNewCollegeOf2426,EvJCmahUIn
3296,EsigelecGraduateSchoolOfEngineering2850,cM7WReQnfy
3297,InstitutInternationalDeLaCommunication895,HV16phYzTB
3298,OfSzeged1401,OT0jqQ6ZMd
3299,WenzaoUrsulineOfLanguages3524,W6QeurPpLn
3300,OfPetrosani2969,yYaCdtHB8u
3301,StateOfMilagro3265,RhUmbO2cWV
3302,JoetsuOfEducation2225,uUymt65dg8
3303,HultInternationalBusinessSchool1306,lHXAkBvNUZ
3304,VancouverIsland2432,b8NpZGEOAI
3305,ChristianBrothersGadomskiSchoolOf2913,C4M0PREhD1
3306,BerginOfCanineStudies3801,zrdBY8E2o0
3307,TheOfFindlay2271,0214VualTb
3308,UniversidadAdventistaDelPlata3433,WrM5iXnJvL
3309,EcoleDesInguenieursDeLa609,hiYzuDOoZS
3310,Malmuf721,iy2uJLU4gt
3311,EcoleSuperieureDuBois1819,1XVf9pkBx5
3312,OfPennsylvaniaWeitzmanSchoolOf593,BJIOqfwzmo
3313,ImiInternationalManagementInstituteSwitzerland3923,GBoV7bMpI3
3314,TheInstituteOfWorldPolitics1374,9mUleZ7ob2
3315,OfColoradoBoulder3680,8UyIbdT3Cp
3316,OfNewOrleansLesterE4343,aUiYRSolFq
3317,OfMoronUniversidadDeMorufn610,4Z8WvNm1iO
3318,MarshallCollegeOfInformationTechnology2788,39iPFxAoXN
3319,SansTechnologyInstitute4214,7C2Iycqmwg
3320,InteramericanOfPanamaUniversidadInteramericana504,DgPJrHhfxG
3321,OfSussex3714,Jj9rAv4xL7
3322,TheBryanSchoolOfBusiness2053,h9BPZSIQTf
3323,RiceWiessSchoolOfNatural2997,ksp5rtTzjv
3324,SunyEmpireStateCollege2064,0iPBL6ZbUw
3325,DukeKunshan1844,k4CJ7PFOc9
3326,RutgersNewBrunswickSchoolOf3370,7NeUQL8bqG
3327,UniversitueDeLorraine1314,1c7kHZrjtI
3328,AustralianLutheranCollege3395,o0ilmK7c1t
3329,OfBirminghamCollegeOfArts843,mgPrW6C5Sz
3330,EseiInternationalBusinessSchoolBarcelona1200,WMERGNrJv6
3331,Aalen1250,yIn6NTvViu
3332,OfScienceAndTechnologyOf1055,3JMXsPK2fG
3333,GroznyStateOilTechnical1245,4FVhru5mvN
3334,CorporationOfTheHuilaRegion1862,a6HXopmdLK
3335,BarcelonaSchoolOfEconomics1997,epiDsolUKS
3336,IndianaGraduateSchoolUCybersecurity4296,ldhWrCt8oc
3337,InternationalMontessoriInstitute2463,lAHMih50tm
3338,NosovMagnitogorskStateTechnical2888,xEQsHMeo1C
3339,CaliforniaNorthstateCollegeOfHealth3253,sjW3KSJVkR
3340,CaliforniaOfManagementAndSciences1155,JECASw1MFy
3341,OfBrasiliaUnb2933,NM0EWHL7ka
3342,HecParisSchoolOfManagement1303,pW2SACNe9U
3343,KenyonCollege2982,ALwm568NeE
3344,LeCordonBleuKobeTokyo3964,ZDKfhIkn8l
3345,AutonomousOfTheCityOf4073,yC3WVqHjKo
3346,NorwichOfTheArts858,5ILOCQqrBU
3347,OfNorthwesternStPaul3432,9P6El72VjY
3348,DobaBusinessSchool738,BD6iE7gF8z
3349,OfCaliforniaSantaCruzJack1935,3AMQfOYGds
3350,SouthernAdventist2433,9J0w1HhpSo
3351,MontrealDiocesanTheologicalCollegeMdtc3482,E9YH25ua0o
3352,EpicBibleCollege3965,zKkM1yHnvG
3353,OfRhodeIsland4327,2Fw1gv8rMo
3354,OfMinnesotaCollegeOfEducation4108,GPQzbsXxSr
3355,LsbfSingapore469,a4WYApRx53
3356,TheGlobalCampusOfHuman4101,nhStqQba4W
3357,HokkaidoPharmaceuticalSchoolOfPharmacy3255,sw3oi2ufCT
3358,IstanbulMedeniyet3829,bLB7hqUdQD
3359,PacificStates4227,IxOPjNTuld
3360,UniversidadDeGranada285,Eaz3X4FgnY
3361,OfNewHampshire268,ZonzqePlhb
3362,OfAppliedSciencesAndArts2837,jhaJ2MP6ev
3363,SouthernMethodist4209,JThg3rDt7v
3364,OfMontrealUniversitueDeMontrueal4145,kQgYiA10mv
3365,TrinityWashington155,NBmG1znaxk
3366,YmcaInstitute4182,1rvFxwlZ9m
3367,UniversidadeEuropeia81,KUpWwfuVlr
3368,SukhothaiThammathiratOpen1263,u3fUXnTYzL
3369,OfHartfordOnline2068,6vaCKnEgMb
3370,OfPadova845,PFglDqtAzn
3371,CentralOfMexicoUniversidadCentral1518,yiIFteWVU9
3372,McmasterFacultyOfHumanities3704,VifyuBr42I
3373,LaTrobe1156,SqQu6m0aKG
3374,Xidian2901,3AuFoHLUMW
3375,InternationalCalifornias1164,0Ly1lfwGrn
3376,FloridaInternational1228,WQm5iAV0N7
3377,SouthwestMinnesotaState2353,gnFGNulRm1
3378,Coursera1342,6zBcN0vYqj
3379,FundacionUniversitariaCeipa98,K0GLyH1cJw
3380,LaTrobeOnline1419,hRmZHqoKO3
3381,HastingsCollege975,ijNplmfAbI
3382,UnhFranklinPierceSchoolOf1671,nsSrc3NOMJ
3383,BrynAthynCollege2479,5tdHVGIhuU
3384,VilniusGediminasTechnical2745,LNyZis4MXW
3385,PolytechnicOfLeiria1144,XGpQyndrTc
3386,BerthierInstituteOfPhilosophyInstituto3581,6JVFABHGen
3387,SanMartinDePorres1625,WJ6pTLlDx1
3388,AdolfoIbaufez3369,bLEQi0ex9H
3389,OfAppliedSciencesOfThe1537,R37402ryn1
3390,HigherTeacherTrainingSchoolOf2500,LdmAEDI6Q8
3391,ThePennsylvaniaStatePennState36,mkeXzNEh0y
3392,SholokhovMoscowStateForThe974,OldAJ7F5bj
3393,CorporateSchoolOfArtsAnd992,IzJfHP6vVR
3394,KansasStateCollegeOfAgriculture1179,YimdFtLXVz
3395,Elon1930,VJIPzf9yTc
3396,OfLawOnlinePostgraduate2240,iOVW8mgaTs
3397,Mesoamerican2559,apsgWV6hIx
3398,OfLiverpoolOnlineProgrammes110,Tcn9usKtyh
3399,EuropeanMasterInBuildingInformation1701,PYkCeg5mvE
3400,TennesseeWesleyan2561,ZdCUeiVF92
3401,GeorgiaSouthwesternStateCollegeOf3358,8Vef4HvMSn
3402,TrinityCollegeDublinTheLoyola3399,K05JEgqnpA
3403,UniversidadDeCienciasEmpresarialesY4087,E0SyVmqruM
3404,HausDerTechnik401,pEK32rYa0x
3405,NewEnglandBibleCollege3518,IZK56FyxQT
3406,GhentLawSchool3726,57jfzKlCSd
3407,UniversitueDeTechnologieCompiuegneUtc1822,bsRnULgroO
3408,RockyMountainOfHealthProfessions4081,cFbPCn94xs
3409,SouthernUtahCollegeOfEducation2406,aOZoWguvF1
3410,DresdenOfAppliedSciences618,jJmcADIQsS
3411,AmericanOnline233,MlmWbAowg2
3412,GrenobleEcoleDeManagement204,cJO2Ew8YD9
3413,EitRawmaterialsAcademySuma2845,OJPd7amwe0
3414,UniversidadAutonomaDeOccidenteCali438,koWgBjmNhR
3415,TexasAmCommerceCollegeOf1810,3YQ9thIcDs
3416,NewCollegeOfFlorida4336,uV1lh9vZmw
3417,BoutiqueUniversitiesConsortium2334,WZJKaBiFnQ
3418,EspaufaDeDurangoAutonomous407,h6U09iYDB5
3419,OfWinchester987,IZjfxNPi3F
3420,TexasAMCorpusChristi1959,U3QrFL7dPX
3421,SaintMarysOfMinnesotaOnline417,Oryp8FMTLY
3422,EmbryriddleAeronauticalAsia1063,nvJbGCpite
3423,FacultyOfArchitectureAndDesign698,X8G1EH9R4m
3424,InidemBusinessLawSchool2062,qhp8NOfBRo
3425,Gannon2953,Z4xkWIQgpb
3426,BostonSchoolOfHospitalityAdministration4344,c3g6n5YVwU
3427,SumBibleCollegeTheologicalSeminary3450,RKHO6GbkmS
3428,DesignskolenKolding1766,ziQPeR0cV5
3429,SwissDistanceInstitute4040,2kM8UszNHj
3430,OfOsloFacultyOfHumanities3673,4NtgJzZ1Ys
3431,ArizonaStateSchoolForThe3720,F6DxzP0vYa
3432,SalisburyPerdueSchoolOfBusiness3461,xKXwMuGhUB
3433,OfNeuchuetel2464,vbn3YAwKCe
3434,JohannesKeplerLinz2006,jMy2UdLqr3
3435,KansasStateManhattanCampus788,I8j5OJr2dm
3436,CollegeOfLawTheOf3773,ZNwRcte0i1
3437,EuropeanInstituteEui1882,OWe1mqz8pN
3438,NorthernKentuckyCollegeOfInformatics3150,tuoqhTGIzU
3439,NiigataCollegeOfNursing3364,zjtMcdvWQK
3440,YorkStJohn1178,hxTdJ8iuma
3441,OfHelsinki763,crG75wuFCj
3442,UniversidadBernardoOhiggins2314,cXgDWEA2zr
3443,ErasmusMundusMasterChemicalNanoengineering2780,IMSFOw184H
3444,ItaereaAeronauticalBusinessSchool1043,RVnlDbFLvm
3445,AquinasInstituteOfTheology2301,8gPeWrauzL
3446,MetfilmSchoolLondon3646,muTxD0v9GO
3447,PuertoRicoConservatoryOfMusic2562,B9FbqNgL63
3448,FloridaStateDepartmentOfFamily3280,tuMw09XciW
3449,OfCaliforniaSantaCruzDivision3626,A5Rw3mxXED
3450,DublinCity48,EnBdY61FWl
3451,Brown132,DHQl7xqWz4
3452,TonDucThang1955,9gGivq70TM
3453,ChestnutHillCollege3910,h81eKzNIqk
3454,Enaco41,PrELmtohbq
3455,QueenusOfBelfastUMedical3033,Poki9UCSwy
3456,InternationalInstituteOfNuclearEnergy2676,eUXz5C3uZq
3457,NationalOfCuyoUniversidadNacional3082,z35OMpC8Rd
3458,Danubius383,gZRjcnKFyb
3459,OfCumbria951,ZylQuh1N9V
3460,TheInstituteOfHospitalityManagement3992,9RE1mvxk2N
3461,OfSanMarino2940,iu72nJNqXt
3462,WorldMaritime3972,j7NmaWwRgh
3463,LuecoleDuJournalismeDeNice3629,EyhVptFwq6
3464,PrairieBibleInstitutePrairieCollege3468,XILVfB2tNb
3465,AlefTrust3277,fwvKABZytj
3466,TougalooCollege2220,jctL7RfVuW
3467,OfNevada1070,k1USWoPmeb
3468,FordhamSchoolOfLaw1897,5YRNgL0k1A
3469,ToyoEiwa3498,1nz9EWxLCf
3470,OfCaliforniaDavisUcDavis2750,AjK4pB8yDd
3471,PoltavaOfEconomicsAndTrade4223,mhDA09F2c7
3472,UsiUniversitueDellaSvizzeraItaliana574,jQKkYwl983
3473,SoasOfLondon731,7lbuY3OHF1
3474,NewMexicoStateOnline3715,mQSJ3fOq5T
3475,HarrisonMiddleton805,iEnOIGH6qz
3476,ProvidenceCollegeSchoolOfBusiness1424,w64KiILNsV
3477,JannetteKleinUniversidad1748,aIf1JWRspX
3478,OfCaliforniaMerced2821,ZgQ93H4kWv
3479,BBritishSchool3705,O5DRzgV8bp
3480,EastSiberiaStateOfTechnology1018,8NhV35ADFY
3481,ChonnamNational3863,pkNfW713Dx
3482,BishopGrosseteste1538,NP96FsQlC7
3483,StateOfNewYorkFredonia3279,4RdDIZpgxW
3484,ClemsonCollegeOfScience1254,b25fqESie8
3485,SouthernMethodistCollege3418,ZTG4so7Hdm
3486,SenecaCollege1048,OQPucMaBDK
3487,OfEvansville3914,zZVdQJ0xNv
3488,NorthAmerican2517,hvw58iJqME
3489,GbsbGlobalBusinessSchool1148,hMeG0V1fJN
3490,TheConwaySchool752,7UtkP3aG4x
3491,Ces3168,BSAYCvMKZr
3492,NorthernKentuckyCollegeOfArts422,Lt8hlSoQ3m
3493,FolkwangOfTheArtsFolkwang4063,fTMuLl74JX
3494,CatholicOfSantaFeUniversidad3374,XfDWTmbB9Z
3495,NorthCarolinaStateCollegeOf2430,uPFRQ8eEC3
3496,IndianaUniversitypurdueIndianapolis2874,QyHKD4zIue
3497,ItalianInstituteForAdvancedCulinary3094,6TgEG5j98N
3498,UniversidadDelNorteUninorte3257,51dqGCp7sX
3499,AutonomousOfChiriquuedUniversidadAutufnoma308,5n2tHuURoJ
3500,Ueuebueueueueueueueueueueueueaueueuefueeueueueueueueueueuedueueueueue321,qjoRDOiCst
3501,Creekford4264,HcZz85phYl
3502,BfsuSolbridgeInternationalSchoolOf1427,JgOmrS61ap
3503,Anadolu903,5qZSNXIVTW
3504,OfSanAndrues1198,qHAvo8bCZu
3505,KodolanyiJanosKju1544,XcjhQMCdV4
3506,AmericanOfPuertoRico2614,mae7tZiqch
3507,MississippiStateOnline2485,jUdHcvkB4m
3508,MunichBusinessSchool1124,ai9qSRbuem
3509,UnicocCollegesOfColombiaInstituciufn3296,1c0uwt9hsC
3510,NewMexicoStateCollegeOf4136,VqwEuKhcBj
3511,NationalPedagogic2318,cwHxET40ud
3512,VarnaOfManagement4345,eAg0Z4MUoL
3513,UniversidadCatolicaDeCordobaCatholic622,P3ZE7wp48B
3514,MundiapolisOfCasablanca1126,5gWzLZPoDS
3515,OfMagallanesUmag2206,IpOkFZyX4f
3516,AbadirAccademiaDiDesignE1771,hPbx1sfWIQ
3517,LomaLindaSchoolOfMedicine3181,wF0aoCruhP
3518,OfColoradoBoulderConnectGraduate2965,jnkxL2AoV4
3519,TheOfQueensland1089,896lvzwBgx
3520,AlabamaAmCollegeOfAgricultural775,xt6MnBrPY8
3521,SilesianOfTechnology2650,80g6wBW7D1
3522,NorthDakotaState785,gXG4be7xa2
3523,IdesieBusinessSchool1146,C46UNlBJmG
3524,OfWisconsinmilwaukee776,GvfcshTKuS
3525,MoscowStateOfPsychologyAnd2388,K9RlIvDdw6
3526,HochschuleStralsundUOfApplied2898,F2ECH7WUoy
3527,CaliforniaStateAtFullertonstevenG1946,AH3wBFQWe6
3528,UniversitatDeLleida3623,ltJakBwqjW
3529,OfLuxembourgFacultyOfHumanities768,SQ9PzW48he
3530,CarnegieMellonHeinzCollegeOf3767,VpPoyQS7zF
3531,UcpelCatholicOfPelotas3356,wNZ4gyQEKP
3532,TelferSchoolOfManagement3885,qEPO9QSref
3533,MontanaTechUndergraduatePrograms2925,4vTnwbhimc
3534,PepperdineSchoolOfLaw3770,8t9v6UiuqI
3535,IcdInternationalBusinessSchool1524,l67vbsQpOe
3536,ThielCollege3320,AftL1GkDJ6
3537,AbrahamLincoln3741,eXcdYoKxvV
3538,CisetUniversitueCaFoscariVenezia4342,1mvksdfSOX
3539,MississippiState3832,MYAOvTau7Q
3540,CudecMulticulturalUniversidadMulticulturalCudec2384,Z43UCeGHmN
3541,AlchimiaContemporaryJewellerySchool3075,huCZ4nvG0L
3542,OfDelawareCollegeOfHealth3387,nIoEtgP34D
3543,FederalOfTechnology3827,ygzuCPHp7m
3544,RoyalNorthernCollegeOfMusic4067,YQc3T0UBrf
3545,InstituteOfTechnologySligo3830,eWVjgiwIaF
3546,Vilnius1174,UqsXdx1az8
3547,KansasStateCarlRIce2949,4SLBnTgPQf
3548,PointParkSchoolOfCommunication3030,ZNrfluxIoQ
3549,UspOfSaoPauloAnd653,s52zrnpykc
3550,NagoyaZokeiOfArtDesign810,B4vnu7tQmb
3551,EdinburghLawSchoolTheOf3712,La7Rq3wC1I
3552,UtahStateCollegeOfAgriculture1406,19Foh8qyRp
3553,RussianStateInstituteOfPerforming828,xm9EBbHX6F
3554,DhurakijPunditUniversitysInternationalCollege3655,nivpRMbPeE
3555,Madero520,3YiCqlZcNI
3556,GhentFacultyOfBioscienceEngineering2836,vKRqM6j8Ib
3557,EscAmiensSchoolOfManagement1679,t2fG9quhAw
3558,Hijiyama3214,wIjh7P3gRW
3559,OfSouthernQueenslandUsq1300,2JSwgN48ct
3560,OfHawaiiAtManoaCollege4011,6jdDh2arV9
3561,FinancialUnderTheGovernmentOf1283,yiex9sL3Ff
3562,LehighUCollegeOfEducation2313,fGSbtOnudc
3563,CmiBusinessSchool522,aFHAzkY8MJ
3564,NationalResearchMoscowPowerEngineering2668,bczF0XeuHY
3565,AustralianAcademyOfMusicAnd4059,ZkeGU8DMzY
3566,NeussForInternationalBusiness3961,homOSTtrxQ
3567,TheOfTexasOfThe226,lGzTdVBFa3
3568,GestaltOfDesign649,t6kCrda3Hf
3569,CollegeBirmingham1040,deEJmX8zUV
3570,EsaipGraduateSchoolOfEngineering1504,osg9mxPc4k
3571,LoyolaMaryland2354,1tB9yrQYxu
3572,PerthBibleCollege3555,B065M7KwDv
3573,TheOfTexasAtDallas146,HYl3eVG49P
3574,OfKansas2176,QACPm8NM5j
3575,UuucuuaueuuuudueubueuuuuudUUcuuuubuuuuuuudUuduuuuuuuuu2682,IZuPyoad74
3576,ImmanuelKantBalticFederal1377,QGsftNP8Ym
3577,MiltonFriedman3693,YbmADRSKTi
3578,NbsNorthernBusinessSchool1676,OfXIPHJSam
3579,CarnegieMellonMellonCollegeOf3219,Mx0NQnHuRt
3580,MartinLutherCollege2226,opOyi9lLIn
3581,HochschuleSchmalkalden2758,uy5RtDPnrO
3582,DaitoBunka1928,8pND0Cqs2Z
3583,EastChinaOfScienceAnd2935,95dRmDkV0Q
3584,DrakeCollegeOfArtsAnd3162,b234DIl7dt
3585,TrilliumCollegeAllCampuses180,3Xtfoq9d8C
3586,OfSouthernCaliforniaUscSuzanne3207,jEN4niyYxb
3587,TennesseeTechnologicalGraduateStudies3492,u7CO26Pq95
3588,UCorporationOfColombia1870,UsMdfOhcXw
3589,IscspInstitutoSuperiorDeCiueancias443,W1jNQ2ixPI
3590,UccoleDeCondue687,2p1tAKYZIM
3591,AustralianNationalAnuLaw2127,0vJTZMq6Bp
3592,TuftsSchoolOfEngineering2729,9F5mnewz7S
3593,OfAlabamaAtBirminghamCollat1869,aNV7ScYsRH
3594,OfBologna380,UzVNZaPDYu
3595,MillsCollege947,bXAjpnWMZQ
3596,PolzunovAltaiStateTechnical1725,em5nZV4bOW
3597,UralStateMining1761,XaoD5HJiQW
3598,TheGraduateSchoolAtThe2706,4TFmBjZAK2
3599,RussianInternationalOlympic3955,sdq3QTZSDf
3600,AdventistOfAfrica4339,BZ39DtedW2
3601,NgeeAnnAcademy2582,xBDaSJyzsR
3602,ChicagoState3735,MJHPxvoifZ
3603,OfWisconsinmadisonCollegeOfLetters4007,KdM3zy8cQf
3604,UadinBusinessSchool343,i4KoQC98Xn
3605,EndicottCollegeOfInternationalStudies1514,cNJynIxYKt
3606,IndependentCollegeDublin3724,KCc8Uw9Eho
3607,Troy397,MSD2Uj3sJk
3608,SparsholtCollegeHampshire3780,HEUMOrCL1N
3609,CarinthiaOfAppliedSciences1223,Np0DGjgv2F
3610,AmericanOfTheIsthmus2147,8BCSchzjsP
3611,LeuphanaLuneburg935,SsY8lTBbXr
3612,EdithCowan143,yMugxvC4L9
3613,SacredHeartCollegeOfNursing3334,stexXgGF09
3614,National4253,HeFAEqi6Gr
3615,TaylorCollegeAndSeminary3396,vfhD7NEpgi
3616,TexasAmAtGalveston258,A3LQ9f64eX
3617,InternationalOfSarajevoIus2834,czo8gSkLP2
3618,OfWisconsinmadisonSandraRosenbaumSchool4132,L0tg9rzndH
3619,RamkhamhaengInstituteOfInternationalStudies3625,jx9weutQTs
3620,TechnologicalInstituteOfAntioquiaTecnolufgico2172,r6OfS5NZEh
3621,AutonomousOfTheCaribbean491,iaXEtsIkGJ
3622,MassachusettsCollegeOfArtAnd657,HA8dBLQlKS
3623,ColumbiaInternationalOnline2550,H0UDRLe7QO
3624,AmericanInternationalUniversidadInternacionalDe1936,2qhoaV93PX
3625,PucMinasPontificalCatholicOf2341,vuelf62x3q
3626,IstanbulAydin2893,p3Po8RbFCU
3627,Staffordshire1008,9oORpF8h7r
3628,OfDenverDaniels1505,O9p6rBu2FS
3629,HamdanBinMohammedSmart444,qXrmN1Y4FI
3630,BodufGraduateSchoolOfBusiness1270,PAGjHaYZ3S
3631,CevroInstitute2074,gcC2WT4QrX
3632,BenemueritaAndCentenaryAccreditedTeacher2276,lV7y5G4EMr
3633,MadeiraInteractiveInstituteOfMadeira762,1HQ2LKAfW6
3634,SimmonsSchoolOfSocialWork4111,IwauSKEpsk
3635,ChristianOfAppliedSciences2619,usFvdUxqkb
3636,FranciscoGarcuedaSalinasAutonomousOf1890,EkYVtXnMZC
3637,ULawHongKong1163,XyqvJOk2cb
3638,NortheasternGlobalPathways9,1ybfg2aUIE
3639,BrightonAndSussexMedicalSchool3930,t6iL7j8aSE
3640,OfVeterinarySciences3794,oB9PbDeAGd
3641,OfMichigandearbornCollegeOfBusiness1513,mQyWV2erSa
3642,OfNotarialStudies1392,gs4CFIzyra
3643,Morningstar3520,vQ5oXr20J3
3644,NanyangTechnologicalNanyangBusinessSchool1649,Cuf5G7wIya
3645,LuissSchoolOfGovernment3742,SXfyhgzKR1
3646,OfLimerick1052,vI5sG3xq9g
3647,OfPeloponneseInternationalOlympicAcademy4181,7fJXlZr8pe
3648,TheOfSouthernMississippi3032,WG6FPy8i9R
3649,BotswanaInternationalOfScienceAnd2118,gqSFsEU9Md
3650,BellevueCollegeOfArtsAnd101,KmCWVsRSkQ
3651,ChristopherNewport1905,RQ940EVrgD
3652,SchellhammerBusinessSchool3373,tnbJa0wp3z
3653,YunnanOfFinanceEconomics372,7SvoYPbuge
3654,VsbTechnicalOfOstrava655,2Xnw95BirF
3655,OfTasmaniaTasmanianSchoolOf1974,QKOByf3kp8
3656,PfeifferSchoolOfGraduateStudies3126,S208bIwsGz
3657,TokyoChristian3483,Zpl08gweWQ
3658,NorthwesternOklahomaState990,DYz9jZxlJn
3659,AlfarabiKazakhNational3783,0ZyhFdN38f
3660,TatiCollege2800,eKNG3Wmv0o
3661,OfTheThaiChamberOf1697,pKybkFgOu8
3662,InstituteOfMarineAndAntarctic3006,PkRv3gUNnw
3663,LancashireLawSchoolOfCentral3718,K8SaQHkT96
3664,EcCouncilOnline1595,o4RBsTub3E
3665,LudwigmaximiliansuniversityMunich3659,NAwI4ufYg7
3666,CameronIncBusiness119,5xyLEMfmW8
3667,RoyalConservatoireOfScotland4043,oG9RdPT3iV
3668,NewYorkAcademyOfArt838,AiQVqUTtuG
3669,HumboldtStateHsuACalifornia3228,Cx4c3Sr9Kf
3670,MoscowCityFormerlyMoscowCity2566,uMFxUvC1GQ
3671,InstituteOfPaueosDeBrandueo2125,BhAtmp0Lsj
3672,MaranelloDesignAcademy1817,vm03tIbyXH
3673,OfTheWitwatersrand667,TuQxKZGMV4
3674,ColoradoStateCollegeOfVeterinary2996,FoisHXT90C
3675,EuropeanCollegeForLiberalStudies3111,zUiAdGbsxp
3676,LanzhouSchoolOfManagement2017,UNJynkIDH2
3677,GdauskOfTechnology567,VCEjci8930
3678,OfLouisianaAtLafayetteCollege2397,ZHFodN2cwK
3679,OfPalermo3122,kt1bhfiTYZ
3680,SchoolOfDramaticArtOf941,TAyoj1fLJB
3681,MarlboroCollege2259,J5l3No2xSK
3682,NationalOfRioCuartoUniversidad3819,tb8sPeGx2J
3683,WspaCollegeOfEnterpriseAnd4096,VGrMFagejJ
3684,AutonomousOfYucatan552,C0WUYQwrfu
3685,Uppue1307,cURhVDnstq
3686,LoyolaMarylandCollegeOfArts3619,vqQJIWSYPR
3687,RockhurstOnline501,4XcT7F05PU
3688,EcoleInternationaleSupuerieurePrivueeDe4347,E1pLY92Ohj
3689,GeorgiaCentral3409,8cqu0bvTNm
3690,SilesianSchoolOfBusinessAdministration1599,yNCGM3T7Qe
3691,Malone2385,UN7FgoJtaR
3692,WilmingtonCollegeOfTechnology4232,RH4fOzNqJB
3693,MoscowStateLinguistic3595,LgFZROJeK6
3694,SetonHill2243,E3pm25iwlu
3695,IfaParis3065,AbU5EKxPgN
3696,UniversitasSyiahKuala3937,2RiJjB0Ngr
3697,MaineMediaCollege1002,fX2sS0DdqH
3698,Structuralia1703,DrqcAvpB0d
3699,EuropeanSchoolOfEconomics2056,IkTqcrQ4Rd
3700,EitDigitalMasterSchool1837,B95q3hQTE4
3701,OfPennsylvaniaPerelmanSchoolOf3288,BRaxdiM3Jy
3702,KnowledgeSystemsInstitute3405,vOHR2YtwWy
3703,IndianaBloomingtonSchoolOfInformatics3499,vGOISALy5g
3704,TexasAmSanAntonio4324,rc034OvI9z
3705,BostonQuestromSchoolOfBusiness1998,mdycbh0a6n
3706,AbileneChristianCollegeOfArts3197,UIwKDm2TWN
3707,TheOfIowaCollegeOf2265,ZTHv57fkYe
3708,LoyolaMarylandSchoolOfEducation2223,tu4SEP1DQF
3709,RensselaerPolytechnicInstitute735,7d6ZCwIpi0
3710,AlAkhawaynInIfrane2694,omvJRaTWSu
3711,TheOfHongKong1620,PWORr4SBp0
3712,MinnesotaStateMankatoCollegeOf1000,EBaqF2dQoC
3713,ElmsCollege2207,NJ0FijarK7
3714,OfDebrecen2824,K3s7Qq4Tk1
3715,BowieState282,BtMzxjasJR
3716,TulaneABFreemanSchool1646,Ehti1U09Hk
3717,GdyniaMaritime513,8hV1uB5lkX
3718,VoldaCollege2556,FNEHM3PegB
3719,TheSwedishDefenceSedu2718,59TyDI3c0X
3720,KthRoyalInstituteOfTechnology594,SqnjbXiG0g
3721,EuripidesCentreOfMariliaCentro1458,cHi3DZldsG
3722,FontysOfAppliedSciences79,esmijqgl7X
3723,OfMalta886,wBOJKcRSLu
3724,KoreaAdvancedInstituteOfScience1793,hj0Eemkn3D
3725,OfNebraskalincolnCollegeOfEducation2294,2gdvxQaT1s
3726,AutonomousOfNuevoLeonUniversidad3799,0yYbE5nzmQ
3727,BudapestOfTechnologyAndEconomics2672,V5X0QSp93T
3728,Syracuse3638,wINmsbJWl9
3729,OfSouthernCaliforniaUscJimmy1134,jAQualiT95
3730,CzechOfLifeSciencesFaculty2942,HDtxe9dzMI
3731,PolytechnicInstituteOfBraganuea2840,x2vu9JiU7D
3732,OfMassachusettsAmherstIsenberg1230,lijCeo8Fr6
3733,DalianOfTechnology2880,kl7hRujw0N
3734,Midland251,U1bwiFvGEB
3735,InenkaBusinessSchool344,61HcEx2JRk
3736,MaastrichtSchoolOfManagement3865,6NtVMxHWsi
3737,OfAlaskaAnchorageSchoolOf2434,UyzLodSisQ
3738,UcfbXGis3976,je3kAa2gyZ
3739,VillanovaCollegeOfProfessionalStudies4219,VDxfCzo4Hp
3740,LondonSchoolOfDesignAnd1816,Hl0X3bTgfu
3741,NorthwestChristian2309,8TeFdHbsYB
3742,SpainBusinessSchool1327,Xv6erp3xz0
3743,FiveTownsCollege2234,725ce0KfnU
3744,WesternNewMexicoOnline2461,7dYSNvna9B
3745,HobeSoundBibleCollegeOnline2602,VMFYweImPQ
3746,PrescottCollege2833,5FHysXgc9n
3747,InstitutionOfEnvigado465,n2o1kzJgPS
3748,NorthDakotaStateUDepartment1723,AvbPtX0HJD
3749,Ecci2785,tCVW8eJh9R
3750,Brandman54,vHQZ4YS8pl
3751,LongySchoolOfMusicOf2342,f93EuzClAO
3752,OfBirminghamCollegeOfEngineering1717,0TRtjZp4Kq
3753,CatholicOfBrasiliaUniversidadeCatuflica1636,hODAylg9cJ
3754,OfNoviSad4318,2ogB0hOi1y
3755,MlaCollege193,AoN1PQYndB
3756,BerlinSchoolOfCreativeLeadership3975,airo3dT5j4
3757,NationalResearchTomskState2631,xWIzuwh3Q1
3758,OfTheWestOfScotland2218,9ZRXIHzBC1
3759,EuropeanSchoolOfPoliticalAnd3842,9uL7KWRX0s
3760,JoseMariaVargas2427,na4FLtxJ78
3761,AmericanConsortiumOfUniversitiesInterlink1167,ZIBXOi6obl
3762,Harding2368,NfQt5xAPGm
3763,HochschuleKaiserslauternOfAppliedSciences1802,2MFyDG7x3A
3764,OfBioBio2652,vZ1jFkc20W
3765,UcmChile3357,8oJwIVQgWn
3766,VaughnCollegeOfAeronauticsAnd1056,9JqK13aho6
3767,OfLausanneFacultyOfSocial3557,GjOcAtLm9p
3768,HamburgOfTechnology1128,SQyGVef3km
